Reading in simulation parameters
         44326243 function calls (41267471 primitive calls) in 132.976 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 pkgutil.py:503(extend_path)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        1    0.000    0.000    0.001    0.001 pretty.py:79(<module>)
       42    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       51    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       16    0.000    0.000    0.000    0.000 axis.py:864(reset_ticks)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
        1    0.000    0.000    0.000    0.000 base.py:22(EventLoop)
       30    0.000    0.000    0.001    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.006    0.006 afm.py:34(<module>)
       27    0.000    0.000    0.001    0.000 pyparsing.py:4690(__init__)
       13    0.000    0.000    0.004    0.000 transforms.py:1986(scale)
       26    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.053    0.053 _base.py:378(__init__)
        1    0.000    0.000    0.000    0.000 module.py:41(ModuleContext)
        1    0.000    0.000    0.000    0.000 loader.py:387(JSONFileConfigLoader)
        1    0.000    0.000    0.018    0.018 npyio.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:837(wrapper)
       33    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.009    0.009 formatters.py:8(<module>)
       19    0.000    0.000    0.000    0.000 magic.py:86(magics_class)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:7(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       57    0.000    0.000    0.000    0.000 pathlib.py:1010(_init)
       34    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       16    0.000    0.000    0.001    0.000 axis.py:1620(set_major_formatter)
       19    0.000    0.000    0.000    0.000 lines.py:1401(set_dash_capstyle)
        1    0.000    0.000    0.002    0.002 shellapp.py:5(<module>)
       18    0.000    0.000    0.000    0.000 cache.py:56(decorator)
        1    0.000    0.000    0.000    0.000 python.py:28(PythonLexer)
       36    0.000    0.000    0.000    0.000 scanner.py:135(get_token)
       26    0.000    0.000    0.000    0.000 pathlib.py:1020(_make_child_relpath)
       12    0.000    0.000    0.001    0.000 cache.py:133(memoize_method)
        1    0.000    0.000    0.003    0.003 dbapi2.py:23(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:841(__init_subclass__)
        1    0.000    0.000    0.004    0.004 type_check.py:3(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:779(name)
        3    0.000    0.000    0.000    0.000 _compatibility.py:277(use_metaclass)
       16    0.000    0.000    0.001    0.000 shape_base.py:286(hstack)
        1    0.000    0.000    0.000    0.000 python.py:571(CythonLexer)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
       19    0.000    0.000    0.000    0.000 markers.py:249(set_fillstyle)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       91    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 python.py:245(Python3Lexer)
        1    0.000    0.000    0.043    0.043 platform.py:10(<module>)
       16    0.000    0.000    0.003    0.000 ticker.py:2020(__init__)
        2    0.000    0.000    0.001    0.000 menus.py:1(<module>)
        1    0.000    0.000    0.016    0.016 minidom.py:16(<module>)
        2    0.000    0.000    0.004    0.002 text.py:9(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.001    0.001 axis3d.py:5(<module>)
       16    0.000    0.000    0.000    0.000 scale.py:718(scale_factory)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
        5    0.000    0.000    0.000    0.000 traitlets.py:2150(__init__)
       27    0.000    0.000    0.002    0.000 pathlib.py:1091(glob)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.002    0.002 ticker.py:165(<module>)
        1    0.000    0.000    0.046    0.046 base_events.py:14(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:369(Doc)
       32    0.000    0.000    0.000    0.000 normalizer.py:76(register_rule)
        1    0.000    0.000    0.007    0.007 page.py:11(<module>)
       49    0.000    0.000    0.000    0.000 reader.py:94(prefix)
       26    0.000    0.000    0.002    0.000 core.py:6660(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
       30    0.000    0.000    0.000    0.000 numeric.py:1786(isscalar)
        9    0.000    0.000    0.002    0.000 enum.py:800(_create_pseudo_member_)
       45    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        1    0.000    0.000    0.003    0.003 history.py:472(HistoryManager)
        1    0.000    0.000    0.000    0.000 typing.py:1308(SupportsAbs)
       56    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
       21    0.000    0.000    0.000    0.000 traitlets.py:941(class_init)
        1    0.000    0.000    0.003    0.003 io.py:4(<module>)
       31    0.000    0.000    0.001    0.000 _methods.py:44(_any)
       90    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 axis.py:708(Axis)
       15    0.000    0.000    0.001    0.000 transforms.py:1940(rotate_deg)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       12    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.009    0.009 environment.py:4(<module>)
        1    0.000    0.000    1.267    1.267 embed.py:4(<module>)
       26    0.000    0.000    0.001    0.000 core.py:927(__init__)
       84    0.000    0.000    0.000    0.000 fromnumeric.py:2232(_any_dispatcher)
        1    0.000    0.000    0.001    0.001 gridspec.py:133(get_grid_positions)
        6    0.000    0.000    0.001    0.000 patches.py:1807(<listcomp>)
        1    0.000    0.000    0.000    0.000 digraphs.py:2(<module>)
        1    0.000    0.000    0.003    0.003 app.py:3(<module>)
        1    0.000    0.000    0.018    0.018 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       16    0.000    0.000    0.001    0.000 axis.py:1634(set_minor_formatter)
      8/4    0.000    0.000    0.000    0.000 units.py:197(get_converter)
        1    0.000    0.000    0.011    0.011 backend_bases.py:33(<module>)
        1    0.000    0.000    0.042    0.042 mathtext.py:2237(Parser)
        1    0.000    0.000    0.001    0.001 ansi_escape_sequences.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       13    0.000    0.000    0.002    0.000 enum.py:830(__or__)
       19    0.000    0.000    0.000    0.000 lines.py:648(set_data)
        1    0.000    0.000    0.000    0.000 _cm.py:160(<dictcomp>)
        1    0.000    0.000    0.023    0.023 pylab.py:37(PylabMagics)
        4    0.000    0.000    0.003    0.001 util.py:381(wrapper)
        1    0.000    0.000    0.077    0.077 ultratb.py:81(<module>)
        8    0.000    0.000    0.000    0.000 scanner.py:545(fetch_value)
       55    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:591(_ReducedHCT_Element)
       19    0.000    0.000    0.001    0.000 lines.py:1243(set_markerfacecolor)
        1    0.000    0.000    0.543    0.543 colorbar.py:20(<module>)
       11    0.000    0.000    0.019    0.002 pyparsing.py:1780(parseString)
        1    0.000    0.000    0.004    0.004 unix_events.py:1(<module>)
       32    0.000    0.000    0.000    0.000 rcsetup.py:706(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.003    0.003 ipapp.py:179(TerminalIPythonApp)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        1    0.000    0.000    0.004    0.004 _pocketfft.py:29(<module>)
       13    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        3    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        2    0.000    0.000    0.009    0.005 util.py:10(<module>)
        1    0.000    0.000    0.002    0.002 bezier.py:3(<module>)
       25    0.000    0.000    0.000    0.000 lines.py:31(_get_dash_pattern)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2240(leaveWhitespace)
       20    0.000    0.000    0.004    0.000 pyparsing.py:4456(parseImpl)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       11    0.000    0.000    0.000    0.000 typing.py:652(__eq__)
        1    0.000    0.000    0.003    0.003 polynomial.py:4(<module>)
        1    0.000    0.000    0.005    0.005 filters.py:4(<module>)
       21    0.000    0.000    0.000    0.000 traitlets.py:855(default)
       78    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.038    0.038 axis.py:3(<module>)
       15    0.000    0.000    0.004    0.000 patches.py:260(get_transform)
       91    0.000    0.000    0.000    0.000 docstring.py:99(copy)
        1    0.000    0.000    0.003    0.003 calendar.py:6(<module>)
        1    0.000    0.000    0.001    0.001 instance.py:1(<module>)
        1    0.000    0.000    0.002    0.002 access.py:1(<module>)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        1    0.000    0.000    0.008    0.008 tree.py:1(<module>)
       11    0.000    0.000    0.003    0.000 magic_arguments.py:69(_fill_text)
       19    0.000    0.000    0.000    0.000 lines.py:1355(set_dash_joinstyle)
        1    0.000    0.000    0.059    0.059 artist.py:1(<module>)
       30    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
       28    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
       89    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       15    0.000    0.000    0.000    0.000 patches.py:768(_convert_units)
       70    0.000    0.000    0.000    0.000 artist.py:197(axes)
        1    0.000    0.000    0.002    0.002 tty.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:54(<module>)
        1    0.000    0.000    0.012    0.012 defmatrix.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:795(__iadd__)
       34    0.000    0.000    0.000    0.000 scanner.py:1416(scan_line_break)
       17    0.000    0.000    0.000    0.000 resolver.py:143(resolve)
        1    0.000    0.000    0.051    0.051 platform.py:780(_syscmd_uname)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
    15/13    0.000    0.000    0.179    0.014 __init__.py:109(import_module)
       16    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
       12    0.000    0.000    0.000    0.000 pyparsing.py:5258(<lambda>)
       10    0.000    0.000    0.000    0.000 deprecation.py:405(_suppress_matplotlib_deprecation_warning)
        2    0.000    0.000    0.001    0.000 __init__.py:574(_get_config_or_cache_dir)
        1    0.000    0.000    0.050    0.050 grammar.py:1(<module>)
        7    0.000    0.000    0.001    0.000 pathlib.py:1059(home)
        7    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       39    0.000    0.000    0.000    0.000 artist.py:168(convert_xunits)
        1    0.000    0.000    0.002    0.002 filedialog.py:13(<module>)
        6    0.000    0.000    0.001    0.000 typing.py:757(__getitem_inner__)
       20    0.000    0.000    0.000    0.000 argparse.py:879(__init__)
        5    0.000    0.000    0.000    0.000 traitlets.py:2151(<listcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        6    0.000    0.000    0.024    0.004 axis.py:1456(grid)
       90    0.000    0.000    0.000    0.000 axis.py:342(<genexpr>)
       56    0.000    0.000    0.000    0.000 patches.py:1878(_register_style)
       16    0.000    0.000    0.001    0.000 cycler.py:468(cycler)
       44    0.000    0.000    0.000    0.000 argparse.py:193(_indent)
       16    0.000    0.000    0.000    0.000 composer.py:88(compose_scalar_node)
        4    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
        1    0.000    0.000    0.001    0.001 dviread.py:172(Dvi)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2975(charsAsStr)
       91    0.000    0.000    0.000    0.000 __init__.py:1765(<listcomp>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       11    0.000    0.000    0.003    0.000 argparse.py:488(_format_text)
       18    0.000    0.000    0.000    0.000 argparse.py:902(__init__)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
       20    0.000    0.000    0.000    0.000 text.py:1137(set_verticalalignment)
       91    0.000    0.000    0.000    0.000 __init__.py:1760(<listcomp>)
        1    0.000    0.000    0.341    0.341 debugger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        1    0.000    0.000    0.001    0.001 filecmp.py:11(<module>)
        1    0.000    0.000    0.014    0.014 tokenize.py:11(<module>)
        1    0.000    0.000    0.000    0.000 wildcard.py:22(create_typestr2type_dicts)
       20    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
       40    0.000    0.000    0.000    0.000 __init__.py:727(__init__)
        7    0.000    0.000    0.000    0.000 stride_tricks.py:206(broadcast_arrays)
       12    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.004    0.004 dviread.py:18(<module>)
       16    0.000    0.000    0.003    0.000 ticker.py:2817(__init__)
